layout,envFactor,metric,interference,run,totalEnergyMWs,pingTimeouts,pingNoRoute,pingSent,energy_netScan,energy_connect,energy_pathDiscovery,energy_pathDiscoveryReply,energy_ping,energy_pingReply,energy_ack
around,2.5,lqi,0,12,12.6962,5,5,185,0.236671,0.244343,5.72559,0.138008,2.08642,2.52055,1.74464
around,2.5,lqi,0,13,13.1365,1,1,189,0.228999,0.233383,4.61615,0.133568,2.78085,2.64974,2.49381
around,2.5,lqi,0,14,12.9119,2,2,188,0.232287,0.229547,4.82981,0.134548,2.72784,2.61844,2.1394
around,2.5,lqi,0,15,12.5621,4,12,178,0.214203,0.213107,4.97271,0.183442,2.5595,2.16164,2.25752
around,2.5,lqi,0,16,13.1598,4,7,183,0.230095,0.228451,5.30206,0.145137,2.35171,2.64186,2.2605
around,2.5,lqi,0,17,12.2662,6,6,184,0.242151,0.245987,6.01378,0.17205,1.968,2.00366,1.62056
around,2.5,lqi,0,18,12.0292,7,13,177,0.235575,0.230095,6.05427,0.164995,1.69297,1.93605,1.7153
around,2.5,lqi,0,19,12.9703,4,4,186,0.231739,0.233383,5.38042,0.133223,2.40364,2.58408,2.0038
around,2.5,leo,0,0,16.1229,5,5,185,0.233383,0.238863,6.19629,0.175217,3.20016,3.6951,2.38391
around,2.5,leo,0,1,12.6922,5,11,179,0.226259,0.226807,5.86428,0.194237,1.99034,2.46373,1.72657
around,2.5,leo,0,2,13.2993,5,17,173,0.225711,0.215847,5.69603,0.180438,3.15932,2.1093,1.71262
around,2.5,leo,0,3,13.6336,8,16,174,0.231191,0.228451,6.54693,0.240406,2.28249,2.33523,1.76888
around,2.5,leo,0,4,12.9099,8,20,170,0.228451,0.232287,6.90333,0.17576,1.95237,1.9336,1.48412
around,2.5,leo,0,5,11.1339,3,3,187,0.226807,0.225711,5.02307,0.0980769,1.88293,2.09052,1.58678
around,2.5,leo,0,6,15.0818,6,6,184,0.228999,0.225711,6.33405,0.198978,2.84216,3.20783,2.04406
around,2.5,leo,0,7,14.8128,7,7,183,0.220779,0.220779,6.33282,0.146218,2.68001,3.16949,2.04275
around,2.5,leo,0,8,13.301,2,3,187,0.228999,0.231739,4.91915,0.173701,2.54553,3.12119,2.08074
